Project Name,Package Name,Type Name,Code Smell
kafka,org.apache.kafka.connect.runtime,WorkerConnector,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,ConnectorMetricsGroup,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ConnectorMetricsGroup,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime,WorkerConnectorContext,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSinkConnectorContext,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSinkConnectorContext,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSourceConnectorContext,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSourceConnectorContext,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime,Worker,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,Worker,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime,Worker,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,SinkConnectorConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TopicCreationConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,SubmittedRecords,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,CommittableOffsets,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TaskStatus,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime,Listener,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TaskConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,StateChange,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerTask,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TaskMetricsGroup,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime,InternalSinkRecord,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ConnectorConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ConnectorConfig,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,EnrichablePlugin,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ClassRecommender,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,SourceConnectorConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ConnectMetrics,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ConnectMetrics,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,AbstractHerder,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime,AbstractHerder,Rebellious Hierarchy
kafka,org.apache.kafka.connect.runtime,AbstractHerder,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,WorkerSinkTaskContext,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime,WorkerSourceTask,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime,WorkerSourceTask,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,WorkerConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ListenersValidator,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,AdminListenersValidator,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ResponseHttpHeadersValidator,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,SourceTaskOffsetCommitter,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.isolation,DelegatingClassLoader,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.isolation,DelegatingClassLoader,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.isolation,InternalReflections,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,DirectoryEntry,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,Plugins,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.isolation,Plugins,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.standalone,StandaloneConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.standalone,StandaloneHerder,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,StandaloneHerder,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.standalone,ConfigUpdateListener,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,DeadLetterQueueReporter,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,DeadLetterQueueReporter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.errors,ErrantRecordFuture,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,Operation,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.errors,LogReporter,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,RetryWithToleranceOperator,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.errors,ErrorReporter,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest,InternalRequestSignature,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.rest,ConnectRestConfigurable,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest,HttpResponse,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest,ConnectRestExtensionContextImpl,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,ServerInfo,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,AbstractState,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,ConnectorState,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,ConnectorState,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime.rest.entities,TaskState,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,TaskState,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime.rest.resources,ConnectorsResource,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.rest.resources,ConnectorsResource,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.rest.resources,IdentityTranslator,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,CreatedConnectorInfoTranslator,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,ConnectorPluginsResource,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,RootResource,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.errors,BadRequestException,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.errors,BadRequestException,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime.distributed,IncrementalCooperativeConnectProtocol,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinator,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinator,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinator,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinatorMetrics,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinatorMetrics,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,ConnectorsAndTasks,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,Builder,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,Builder,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,ClusterConfigState,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,ClusterConfigState,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.distributed,ConnectAssignor,Cyclic-Dependent Modularization
kafka,org.apache.kafka.connect.runtime.distributed,ConnectProtocol,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,Assignment,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,NotLeaderException,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,NotLeaderException,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime.distributed,DistributedConfig,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,NotAssignedException,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,NotAssignedException,Broken Hierarchy
kafka,org.apache.kafka.connect.runtime.distributed,DistributedHerder,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.distributed,ConfigUpdateListener,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,DistributedHerderRequest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,RebalanceListener,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,HerderMetrics,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,RebalanceNeededException,Unutilized Abstraction
kafka,org.apache.kafka.connect.cli,ConnectStandalone,Imperative Abstraction
kafka,org.apache.kafka.connect.cli,ConnectStandalone,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,DoubleConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,DoubleConverter,Broken Hierarchy
kafka,org.apache.kafka.connect.converters,LongConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,LongConverter,Broken Hierarchy
kafka,org.apache.kafka.connect.converters,ByteArrayConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,IntegerConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,IntegerConverter,Broken Hierarchy
kafka,org.apache.kafka.connect.converters,FloatConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,FloatConverter,Broken Hierarchy
kafka,org.apache.kafka.connect.converters,ShortConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,ShortConverter,Broken Hierarchy
kafka,org.apache.kafka.connect.converters,NumberConverter,Unutilized Abstraction
kafka,org.apache.kafka.connect.util,ShutdownableThread,Unutilized Abstraction
kafka,org.apache.kafka.connect.util,ShutdownableThread,Deficient Encapsulation
kafka,org.apache.kafka.connect.util,SafeObjectInputStream,Unutilized Abstraction
kafka,org.apache.kafka.connect.util,WorkThread,Unutilized Abstraction
kafka,org.apache.kafka.connect.util,LoggingContext,Deficient Encapsulation
kafka,org.apache.kafka.connect.util,TopicAdmin,Deficient Encapsulation
kafka,org.apache.kafka.connect.util,TopicAdmin,Insufficient Modularization
kafka,org.apache.kafka.connect.util,NewTopicBuilder,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,MockSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,VerifiableSourceTask,Deficient Encapsulation
kafka,org.apache.kafka.connect.tools,VerifiableSinkTask,Deficient Encapsulation
kafka,org.apache.kafka.connect.tools,MockSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,MockConnector,Deficient Encapsulation
kafka,org.apache.kafka.connect.tools,MockSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,VerifiableSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,VerifiableSinkConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,MockSinkConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,SchemaSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.tools,SchemaSourceTask,Deficient Encapsulation
kafka,org.apache.kafka.connect.tools,DocInfo,Unutilized Abstraction
kafka,org.apache.kafka.connect.connector.policy,NoneConnectorClientConfigOverridePolicy,Unutilized Abstraction
kafka,org.apache.kafka.connect.connector.policy,NoneConnectorClientConfigOverridePolicy,Broken Hierarchy
kafka,org.apache.kafka.connect.connector.policy,AllConnectorClientConfigOverridePolicy,Unutilized Abstraction
kafka,org.apache.kafka.connect.connector.policy,AllConnectorClientConfigOverridePolicy,Broken Hierarchy
kafka,org.apache.kafka.connect.connector.policy,PrincipalConnectorClientConfigOverridePolicy,Unutilized Abstraction
kafka,org.apache.kafka.connect.connector.policy,PrincipalConnectorClientConfigOverridePolicy,Broken Hierarchy
kafka,org.apache.kafka.connect.connector.policy,AbstractConnectorClientConfigOverridePolicy,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectWorkerIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectWorkerIntegrationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,SessionedProtocolIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectorTopicsIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,InternalTopicsIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ExampleConnectIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ExampleConnectIntegrationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,TaskHandle,Insufficient Modularization
kafka,org.apache.kafka.connect.integration,PartitionHistory,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectorHandle,Insufficient Modularization
kafka,org.apache.kafka.connect.integration,ErrantRecordSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,MonitorableSourceConnector,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,MonitorableSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,BlockingConnectorTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,BlockingConnectorTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,BlockingConnectorTest,Insufficient Modularization
kafka,org.apache.kafka.connect.integration,Block,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,BlockingConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,BlockingTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,InitializeBlockingConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,InitializeBlockingConnector,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,ConfigBlockingConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConfigBlockingConnector,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,ValidateBlockingConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ValidateBlockingConnector,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,BlockingSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,BlockingSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,TaskInitializeBlockingSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,TaskInitializeBlockingSourceConnector,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,InitializeBlockingSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,InitializeBlockingSourceTask,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,BlockingSinkConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,BlockingSinkConnector,Insufficient Modularization
kafka,org.apache.kafka.connect.integration,BlockingSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,TaskInitializeBlockingSinkConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,TaskInitializeBlockingSinkConnector,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,InitializeBlockingSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,InitializeBlockingSinkTask,Broken Hierarchy
kafka,org.apache.kafka.connect.integration,TransformationIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectIntegrationTestUtils,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,StartAndStopLatchTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,MonitorableSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectorRestartApiIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectorRestartApiIntegrationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,ConnectorRestartApiIntegrationTest,Insufficient Modularization
kafka,org.apache.kafka.connect.integration,ErrorHandlingIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,RestExtensionIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,RestExtensionIntegrationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,IntegrationTestRestExtension,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,IntegrationTestRestExtensionResource,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,ConnectorClientPolicyIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,RebalanceSourceConnectorsIntegrationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.integration,SourceConnectorsIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,SinkConnectorsIntegrationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.integration,StartAndStopCounterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.storage,KafkaStatusBackingStoreFormatTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.storage,KafkaConfigBackingStoreTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.storage,KafkaConfigBackingStoreTest,Insufficient Modularization
kafka,org.apache.kafka.connect.storage,KafkaOffsetBackingStoreTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.storage,MemoryStatusBackingStoreTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.storage,OffsetStorageWriterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.health,ConnectClusterStateImplTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSinkTaskTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSinkTaskTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerConfigTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerConfigTransformerTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerConfigTransformerTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TestConfigProvider,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ConnectorConfigTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ConnectorConfigTest,Missing Hierarchy
kafka,org.apache.kafka.connect.runtime,ConnectorConfigTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TestConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,AbstractTransformation,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,Key,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,Key,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,Value,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,Value,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,SourceTaskOffsetCommitterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSourceTaskTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSourceTaskTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TestSourceTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,StateTrackerTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,RestartRequestTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerConnectorTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerConnectorTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TestConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkConnector,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ErrorHandlingTaskTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,ErrorHandlingTaskTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,ErrorHandlingTaskTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,FaultyPassthrough,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,FaultyPassthrough,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,WorkerTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,WorkerTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,TestSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestConverter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TestConfigurableConverter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,TransformationConfigTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerMetricsGroupTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,AbstractHerderTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime,BogusSourceConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,BogusSourceConnector,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,BogusSourceTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestSourceConnector,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime,SubmittedRecordsTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,RestartPlanTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerSinkTaskThreadedTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,WorkerTaskTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime,TestSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,PredicatedTransformationTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestTransformation,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime,TestPredicate,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,SynchronizationTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,SynchronizedDelegatingClassLoader,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,SynchronizedPluginClassLoader,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,PluginUtilsTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,PluginUtilsTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,PluginUtilsTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.isolation,PluginDescTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,DelegatingClassLoaderTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,DelegatingClassLoaderTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,SamplingTestPlugin,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,MethodCallSample,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,TestPlugins,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,PluginsTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,PluginsTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.isolation,TestableWorkerConfig,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.isolation,TestConverter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,TestHeaderConverter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,TestConnectRestExtension,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.isolation,TestInternalConverter,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.standalone,StandaloneHerderTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.standalone,BogusSourceConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,BogusSourceTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,BogusSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,BogusSinkConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,BogusSinkTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.standalone,BogusSinkTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,ErrorReporterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,WorkerErrantRecordReporterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.errors,RetryWithToleranceOperatorTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.errors,RetryWithToleranceOperatorTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.errors,ProcessingContextTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.entities,ConnectorTypeTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.util,SSLUtilsTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,LoggingResourceTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,ConnectorPluginsResourceTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.rest.resources,MockPluginClassLoader,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,MockConnectorPluginDesc,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,IntegerRecommender,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,ListRecommender,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.rest.resources,ConnectorsResourceTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.rest.resources,RootResourceTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,IncrementalCooperativeAssignorTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,IncrementalCooperativeAssignorTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.distributed,ConnectProtocolCompatibilityTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,ConnectProtocolCompatibilityTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,WorkerGroupMemberTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinatorTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinatorTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,MockRebalanceListener,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,DistributedConfigTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,DistributedConfigTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.distributed,WorkerCoordinatorIncrementalTest,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,MockRebalanceListener,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,MockRebalanceListener,Deficient Encapsulation
kafka,org.apache.kafka.connect.runtime.distributed,DistributedHerderTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,DistributedHerderTest,Insufficient Modularization
kafka,org.apache.kafka.connect.runtime.distributed,BogusSourceConnector,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,BogusSourceTask,Unnecessary Abstraction
kafka,org.apache.kafka.connect.runtime.distributed,BogusSourceTask,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,NumberConverterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,IntegerConverterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,ByteArrayConverterTest,Unutilized Abstraction
kafka,org.apache.kafka.connect.converters,FloatConverterTest,Unutilized Abstraction
